StationID,region,Location,TotalSessions,AvgWaitTime,PeakHours
T-368,Texas,Dallas,4628,6 min,15-18
N-367,Nevada,Las Vegas,414,4 min,16-19
N-368,Nevada,Reno,1508,10 min,17-20
G-340,Georgia,Savannah,4205,11 min,16-19
C-709,Colorado,Boulder,1119,4 min,18-21
C-710,Colorado,Denver,2591,13 min,15-18
T-369,Texas,Houston,3340,14 min,16-19
W-372,Washington,Seattle,4303,8 min,16-19
N-369,Nevada,Las Vegas,2971,7 min,16-19
C-711,Colorado,Denver,2918,4 min,15-18
A-336,Arizona,Tucson,3975,7 min,16-19
F-334,Florida,Orlando,1117,15 min,17-20
F-335,Florida,Orlando,4489,9 min,17-20
C-712,Colorado,Boulder,4999,8 min,16-19
N-370,Nevada,Las Vegas,3631,5 min,18-21
W-373,Washington,Spokane,4816,3 min,15-18
N-371,Nevada,Reno,4225,15 min,15-18
NY-312,New York,Albany,3773,15 min,15-18
T-370,Texas,Austin,3557,7 min,15-18
F-336,Florida,Orlando,3471,15 min,18-21
C-713,Colorado,Denver,1101,5 min,18-21
NY-313,New York,Albany,1641,8 min,15-18
I-314,Illinois,Chicago,3192,5 min,16-19
F-337,Florida,Tampa,1987,8 min,18-21
I-315,Illinois,Chicago,3205,15 min,15-18
W-374,Washington,Spokane,3404,14 min,17-20
W-375,Washington,Seattle,3347,11 min,17-20
I-316,Illinois,Springfield,4576,13 min,16-19
I-317,Illinois,Chicago,1566,8 min,15-18
N-372,Nevada,Reno,3353,6 min,15-18
N-373,Nevada,Las Vegas,1554,10 min,15-18
G-341,Georgia,Atlanta,3797,11 min,17-20
G-342,Georgia,Atlanta,4763,7 min,15-18
W-376,Washington,Seattle,3747,4 min,17-20
NY-314,New York,Buffalo,804,12 min,16-19
N-374,Nevada,Reno,4893,9 min,15-18
N-375,Nevada,Las Vegas,2029,13 min,16-19
G-343,Georgia,Atlanta,2592,11 min,16-19
I-318,Illinois,Springfield,3741,9 min,18-21
I-319,Illinois,Springfield,267,14 min,17-20
A-337,Arizona,Phoenix,1104,15 min,18-21
N-376,Nevada,Las Vegas,572,7 min,16-19
C-714,California,San Francisco,395,14 min,18-21
W-377,Washington,Seattle,1617,4 min,17-20
A-338,Arizona,Tucson,3976,7 min,18-21
N-377,Nevada,Las Vegas,4029,15 min,16-19
G-344,Georgia,Savannah,4145,14 min,16-19
C-715,California,San Diego,2225,12 min,15-18
F-338,Florida,Orlando,4099,8 min,16-19
F-339,Florida,Orlando,1660,9 min,18-21
C-716,Colorado,Boulder,1329,4 min,15-18
A-339,Arizona,Phoenix,4613,11 min,15-18
N-378,Nevada,Reno,2094,3 min,15-18
I-320,Illinois,Chicago,4454,9 min,17-20
I-321,Illinois,Chicago,4133,6 min,17-20
F-340,Florida,Orlando,982,5 min,15-18
I-322,Illinois,Springfield,146,13 min,16-19
N-379,Nevada,Reno,4377,6 min,17-20
A-340,Arizona,Tucson,3075,15 min,18-21
A-341,Arizona,Tucson,2028,15 min,17-20
G-345,Georgia,Savannah,1515,10 min,18-21
T-371,Texas,Dallas,539,7 min,17-20
W-378,Washington,Spokane,2563,6 min,16-19
F-341,Florida,Tampa,2809,10 min,15-18
A-342,Arizona,Phoenix,1546,6 min,15-18
NY-315,New York,New York City,2708,5 min,15-18
G-346,Georgia,Savannah,4031,15 min,17-20
T-372,Texas,Dallas,4784,13 min,17-20
N-380,Nevada,Reno,423,9 min,17-20
I-323,Illinois,Chicago,4318,9 min,17-20
G-347,Georgia,Atlanta,4131,7 min,15-18
T-373,Texas,Houston,159,9 min,16-19
NY-316,New York,Buffalo,4452,15 min,18-21
F-342,Florida,Orlando,2047,4 min,17-20
W-379,Washington,Seattle,4765,11 min,16-19
T-374,Texas,Houston,904,5 min,17-20
C-717,California,San Diego,2126,9 min,15-18
T-375,Texas,Austin,1060,3 min,18-21
G-348,Georgia,Savannah,3309,3 min,18-21
NY-317,New York,Albany,3557,12 min,15-18
F-343,Florida,Miami,4782,4 min,17-20
I-324,Illinois,Springfield,1738,8 min,16-19
T-376,Texas,Dallas,453,5 min,15-18
I-325,Illinois,Chicago,654,5 min,15-18
I-326,Illinois,Chicago,4361,9 min,16-19
T-377,Texas,Houston,2977,4 min,17-20
G-349,Georgia,Savannah,3474,4 min,17-20
C-718,Colorado,Boulder,4437,8 min,16-19
G-350,Georgia,Savannah,3723,3 min,16-19
F-344,Florida,Tampa,636,3 min,18-21
A-343,Arizona,Phoenix,4682,3 min,17-20
F-345,Florida,Miami,4455,14 min,17-20
G-351,Georgia,Atlanta,827,5 min,15-18
A-344,Arizona,Phoenix,3110,7 min,16-19
T-378,Texas,Austin,4291,13 min,18-21
G-352,Georgia,Savannah,4408,7 min,16-19
NY-318,New York,New York City,530,8 min,15-18
G-353,Georgia,Savannah,2545,12 min,15-18
T-379,Texas,Austin,4360,7 min,15-18
NY-319,New York,Buffalo,3558,8 min,17-20
N-381,Nevada,Reno,3847,13 min,17-20
I-327,Illinois,Chicago,2384,8 min,15-18
W-380,Washington,Spokane,3894,5 min,16-19
F-346,Florida,Orlando,4650,14 min,15-18
NY-320,New York,New York City,3776,6 min,15-18
N-382,Nevada,Reno,3373,11 min,16-19
G-354,Georgia,Savannah,2812,15 min,15-18
A-345,Arizona,Phoenix,2934,10 min,16-19
A-346,Arizona,Phoenix,2049,13 min,18-21
C-719,Colorado,Denver,1474,13 min,15-18
C-720,California,Los Angeles,3370,12 min,18-21
G-355,Georgia,Savannah,2628,12 min,15-18
NY-321,New York,Buffalo,1201,13 min,15-18
F-347,Florida,Miami,2400,14 min,16-19
I-328,Illinois,Chicago,2785,11 min,15-18
I-329,Illinois,Springfield,1644,8 min,17-20
F-348,Florida,Tampa,2362,10 min,16-19
I-330,Illinois,Springfield,3920,9 min,17-20
G-356,Georgia,Atlanta,4558,11 min,15-18
I-331,Illinois,Springfield,2172,14 min,17-20
N-383,Nevada,Las Vegas,3558,7 min,15-18
N-384,Nevada,Las Vegas,184,15 min,16-19
C-721,Colorado,Boulder,1315,14 min,18-21
N-385,Nevada,Las Vegas,1729,4 min,17-20
I-332,Illinois,Springfield,3389,8 min,18-21
NY-322,New York,New York City,2706,9 min,16-19
C-722,Colorado,Boulder,4501,13 min,15-18
F-349,Florida,Miami,1867,13 min,17-20
C-723,California,Los Angeles,951,9 min,17-20
NY-323,New York,Albany,2947,15 min,18-21
W-381,Washington,Seattle,3129,13 min,17-20
T-380,Texas,Houston,833,12 min,15-18
W-382,Washington,Spokane,4283,3 min,15-18
T-381,Texas,Austin,4308,13 min,18-21
I-333,Illinois,Springfield,3341,10 min,18-21
T-382,Texas,Austin,182,12 min,18-21
T-383,Texas,Dallas,1622,5 min,15-18
F-350,Florida,Tampa,1628,14 min,16-19
N-386,Nevada,Reno,775,14 min,15-18
N-387,Nevada,Las Vegas,2059,8 min,18-21
G-357,Georgia,Atlanta,2978,7 min,16-19
A-347,Arizona,Tucson,4049,7 min,16-19
N-388,Nevada,Reno,4577,4 min,17-20
N-389,Nevada,Las Vegas,2812,6 min,17-20
T-384,Texas,Houston,2887,6 min,17-20
G-358,Georgia,Atlanta,1943,9 min,18-21
C-724,Colorado,Boulder,427,4 min,18-21
C-725,California,Los Angeles,4255,15 min,16-19
T-385,Texas,Houston,2673,9 min,17-20
A-348,Arizona,Tucson,4624,8 min,18-21
A-349,Arizona,Tucson,1650,8 min,15-18
T-386,Texas,Dallas,2033,9 min,18-21
NY-324,New York,Buffalo,122,3 min,17-20
T-387,Texas,Austin,4493,8 min,15-18
G-359,Georgia,Savannah,2391,11 min,17-20
W-383,Washington,Seattle,1637,7 min,15-18
N-390,Nevada,Las Vegas,4357,3 min,16-19
F-351,Florida,Miami,795,5 min,18-21
F-352,Florida,Orlando,2427,11 min,17-20
W-384,Washington,Seattle,1555,14 min,15-18
NY-325,New York,New York City,494,9 min,15-18
T-388,Texas,Austin,3573,11 min,18-21
A-350,Arizona,Tucson,1605,12 min,15-18
N-391,Nevada,Reno,4596,15 min,16-19
C-726,Colorado,Boulder,2141,7 min,18-21
C-727,California,San Francisco,2559,15 min,16-19
C-728,Colorado,Denver,4994,13 min,16-19
I-334,Illinois,Chicago,1355,3 min,18-21
W-385,Washington,Spokane,4069,8 min,16-19
G-360,Georgia,Atlanta,606,7 min,15-18
T-389,Texas,Houston,2525,15 min,17-20
G-361,Georgia,Savannah,3016,8 min,15-18
W-386,Washington,Seattle,1476,14 min,18-21
I-335,Illinois,Chicago,4969,5 min,15-18
W-387,Washington,Seattle,4057,6 min,17-20
I-336,Illinois,Springfield,1874,15 min,17-20
T-390,Texas,Dallas,2745,11 min,18-21
F-353,Florida,Tampa,1570,13 min,16-19
A-351,Arizona,Tucson,4630,14 min,17-20
F-354,Florida,Orlando,3248,4 min,16-19
N-392,Nevada,Reno,2435,14 min,16-19
G-362,Georgia,Atlanta,630,13 min,17-20
F-355,Florida,Tampa,4050,5 min,17-20
N-393,Nevada,Las Vegas,233,13 min,15-18
C-729,California,Los Angeles,4371,9 min,17-20
G-363,Georgia,Atlanta,4129,13 min,15-18
A-352,Arizona,Phoenix,1885,11 min,16-19
I-337,Illinois,Springfield,4232,6 min,17-20
G-364,Georgia,Atlanta,3814,14 min,15-18
F-356,Florida,Orlando,3569,12 min,16-19
I-338,Illinois,Chicago,260,6 min,17-20
F-357,Florida,Miami,1375,9 min,18-21
F-358,Florida,Tampa,3452,12 min,18-21
N-394,Nevada,Reno,2779,6 min,16-19
NY-326,New York,New York City,4656,13 min,16-19
C-730,Colorado,Denver,4889,6 min,15-18
I-339,Illinois,Chicago,2860,4 min,18-21
W-388,Washington,Spokane,1458,7 min,15-18
W-389,Washington,Spokane,3151,9 min,17-20
F-359,Florida,Orlando,1004,9 min,15-18
C-731,California,San Francisco,2447,13 min,15-18
I-340,Illinois,Springfield,415,7 min,16-19
NY-327,New York,New York City,2662,7 min,18-21
G-365,Georgia,Savannah,1514,12 min,16-19
C-732,Colorado,Boulder,1555,13 min,17-20
C-733,California,San Diego,4553,15 min,17-20
T-391,Texas,Austin,590,14 min,18-21
C-734,Colorado,Boulder,4380,13 min,18-21
T-392,Texas,Houston,3898,13 min,18-21
C-735,California,San Francisco,3300,13 min,18-21
A-353,Arizona,Phoenix,1918,15 min,17-20
N-395,Nevada,Reno,3722,12 min,15-18
G-366,Georgia,Atlanta,4434,4 min,17-20
N-396,Nevada,Las Vegas,165,4 min,17-20
I-341,Illinois,Chicago,560,5 min,16-19
F-360,Florida,Tampa,2242,9 min,16-19
C-736,Colorado,Boulder,155,8 min,15-18
N-397,Nevada,Las Vegas,704,3 min,16-19
I-342,Illinois,Springfield,115,5 min,15-18
N-398,Nevada,Reno,2654,9 min,18-21
F-361,Florida,Miami,486,10 min,17-20
F-362,Florida,Tampa,3845,10 min,15-18
W-390,Washington,Spokane,1569,15 min,17-20
G-367,Georgia,Atlanta,1230,12 min,18-21
C-737,California,San Diego,1660,10 min,16-19
C-738,California,San Diego,4942,7 min,18-21
NY-328,New York,New York City,2771,15 min,15-18
I-343,Illinois,Springfield,2883,3 min,18-21
F-363,Florida,Orlando,192,5 min,17-20
N-399,Nevada,Reno,4586,15 min,16-19
NY-329,New York,Buffalo,2654,3 min,16-19
NY-330,New York,New York City,3842,4 min,17-20
NY-331,New York,New York City,4551,6 min,17-20
T-393,Texas,Austin,2460,7 min,18-21
C-739,Colorado,Denver,1146,11 min,18-21
N-400,Nevada,Reno,4529,4 min,17-20
C-740,California,Los Angeles,3704,13 min,17-20
A-354,Arizona,Phoenix,3463,4 min,16-19
NY-332,New York,New York City,3658,3 min,18-21
F-364,Florida,Tampa,4590,15 min,15-18
N-401,Nevada,Las Vegas,1333,12 min,17-20
T-394,Texas,Dallas,1762,4 min,16-19
N-402,Nevada,Las Vegas,2043,3 min,16-19
C-741,Colorado,Boulder,3948,5 min,16-19
A-355,Arizona,Phoenix,4464,3 min,15-18
C-742,California,Los Angeles,3077,5 min,15-18
I-344,Illinois,Springfield,2866,3 min,17-20
N-403,Nevada,Las Vegas,910,9 min,16-19
NY-333,New York,New York City,2593,9 min,16-19
C-743,California,Los Angeles,4399,8 min,18-21
N-404,Nevada,Las Vegas,4354,9 min,16-19
A-356,Arizona,Phoenix,1502,11 min,18-21
NY-334,New York,New York City,4573,15 min,17-20
C-744,California,San Diego,4689,13 min,18-21
I-345,Illinois,Springfield,4510,4 min,18-21
A-357,Arizona,Tucson,272,3 min,15-18
C-745,California,San Diego,1353,15 min,15-18
NY-335,New York,Albany,4853,14 min,17-20
T-395,Texas,Dallas,4516,6 min,16-19
G-368,Georgia,Savannah,129,7 min,16-19
C-746,Colorado,Denver,4667,5 min,15-18
N-405,Nevada,Reno,3573,14 min,18-21
F-365,Florida,Orlando,683,8 min,17-20
I-346,Illinois,Chicago,2104,7 min,17-20
G-369,Georgia,Atlanta,2605,11 min,17-20
F-366,Florida,Tampa,254,3 min,15-18
C-747,California,Los Angeles,4655,12 min,15-18
T-396,Texas,Houston,1395,7 min,16-19
T-397,Texas,Houston,2956,6 min,16-19
A-358,Arizona,Tucson,4200,12 min,15-18
N-406,Nevada,Reno,4739,4 min,17-20
W-391,Washington,Spokane,4033,5 min,15-18
A-359,Arizona,Tucson,1995,8 min,16-19
NY-336,New York,Albany,3043,7 min,18-21
C-748,California,San Francisco,451,14 min,16-19
N-407,Nevada,Reno,3523,3 min,18-21
G-370,Georgia,Atlanta,2040,4 min,16-19
A-360,Arizona,Tucson,853,10 min,18-21
I-347,Illinois,Springfield,4714,14 min,18-21
C-749,California,San Francisco,1676,14 min,17-20
C-750,California,San Diego,548,9 min,16-19
A-361,Arizona,Phoenix,492,12 min,17-20
G-371,Georgia,Savannah,2129,8 min,18-21
A-362,Arizona,Tucson,1135,11 min,15-18
G-372,Georgia,Savannah,4032,9 min,15-18
C-751,Colorado,Boulder,4188,9 min,16-19
W-392,Washington,Spokane,3499,6 min,15-18
A-363,Arizona,Tucson,3592,4 min,16-19
C-752,Colorado,Denver,2133,13 min,15-18
F-367,Florida,Orlando,3931,6 min,18-21
N-408,Nevada,Las Vegas,489,12 min,15-18
NY-337,New York,New York City,4067,6 min,15-18
C-753,California,San Diego,3882,12 min,18-21
T-398,Texas,Austin,2770,3 min,16-19
I-348,Illinois,Springfield,3660,9 min,17-20
C-754,Colorado,Boulder,519,11 min,18-21
C-755,Colorado,Boulder,3750,7 min,17-20
W-393,Washington,Seattle,2848,6 min,16-19
C-756,Colorado,Boulder,3606,13 min,18-21
F-368,Florida,Orlando,2667,14 min,16-19
N-409,Nevada,Las Vegas,629,14 min,16-19
C-757,California,San Diego,4841,9 min,15-18
W-394,Washington,Seattle,3557,7 min,17-20
W-395,Washington,Seattle,1424,8 min,16-19
F-369,Florida,Tampa,3076,10 min,16-19
A-364,Arizona,Phoenix,144,10 min,18-21
W-396,Washington,Spokane,545,8 min,16-19
N-410,Nevada,Las Vegas,2043,15 min,17-20
I-349,Illinois,Springfield,2181,3 min,16-19
W-397,Washington,Spokane,2727,10 min,17-20
F-370,Florida,Orlando,4166,7 min,18-21
G-373,Georgia,Atlanta,3350,10 min,16-19
F-371,Florida,Tampa,4017,10 min,17-20
W-398,Washington,Spokane,115,6 min,18-21
C-758,California,San Francisco,2834,8 min,16-19
T-399,Texas,Houston,4645,8 min,18-21
F-372,Florida,Tampa,4197,7 min,18-21
T-400,Texas,Dallas,1759,3 min,17-20
G-374,Georgia,Atlanta,586,8 min,17-20
A-365,Arizona,Phoenix,2670,9 min,16-19
A-366,Arizona,Tucson,3967,6 min,16-19
A-367,Arizona,Tucson,4979,13 min,16-19
N-411,Nevada,Las Vegas,1288,9 min,18-21
NY-338,New York,Buffalo,3888,8 min,17-20
NY-339,New York,New York City,2942,9 min,16-19
C-759,Colorado,Boulder,2266,15 min,18-21
I-350,Illinois,Springfield,4856,4 min,17-20
I-351,Illinois,Springfield,4653,10 min,18-21
G-375,Georgia,Atlanta,490,15 min,18-21
N-412,Nevada,Reno,4341,6 min,18-21
NY-340,New York,New York City,1040,9 min,18-21
W-399,Washington,Seattle,351,4 min,17-20
I-352,Illinois,Springfield,4493,12 min,16-19
A-368,Arizona,Phoenix,1923,5 min,18-21
G-376,Georgia,Atlanta,180,6 min,16-19
C-760,California,San Francisco,4532,10 min,18-21
I-353,Illinois,Springfield,3653,6 min,17-20
W-400,Washington,Seattle,1913,4 min,15-18
NY-341,New York,Albany,1833,6 min,17-20
F-373,Florida,Tampa,2572,3 min,15-18
W-401,Washington,Spokane,3912,3 min,18-21
C-761,Colorado,Denver,1726,15 min,16-19
I-354,Illinois,Springfield,4214,8 min,17-20
N-413,Nevada,Reno,1816,8 min,18-21
NY-342,New York,Buffalo,2252,3 min,17-20
T-401,Texas,Houston,3424,8 min,18-21
NY-343,New York,New York City,2168,5 min,17-20
F-374,Florida,Tampa,544,15 min,18-21
N-414,Nevada,Las Vegas,3437,5 min,15-18
NY-344,New York,Albany,1859,7 min,18-21
T-402,Texas,Dallas,4798,11 min,16-19
I-355,Illinois,Springfield,1532,13 min,18-21
F-375,Florida,Orlando,2223,14 min,15-18
T-403,Texas,Austin,2840,8 min,15-18
A-369,Arizona,Tucson,370,15 min,18-21
C-762,California,San Diego,665,9 min,17-20
NY-345,New York,New York City,1044,10 min,15-18
I-356,Illinois,Chicago,3727,4 min,16-19
C-763,California,Los Angeles,3471,14 min,15-18
C-764,California,Los Angeles,2143,6 min,17-20
NY-346,New York,Buffalo,640,14 min,17-20
T-404,Texas,Austin,1452,4 min,17-20
F-376,Florida,Tampa,3357,9 min,15-18
F-377,Florida,Miami,990,5 min,18-21
T-405,Texas,Austin,888,10 min,16-19
I-357,Illinois,Springfield,1266,14 min,15-18
NY-347,New York,Albany,4313,7 min,18-21
C-765,California,Los Angeles,2893,8 min,18-21
A-370,Arizona,Tucson,1169,3 min,16-19
W-402,Washington,Spokane,2401,11 min,16-19
I-358,Illinois,Springfield,1073,14 min,16-19
C-766,California,Los Angeles,878,4 min,18-21
NY-348,New York,Buffalo,1750,3 min,16-19
W-403,Washington,Spokane,739,14 min,15-18
I-359,Illinois,Chicago,4827,13 min,17-20
W-404,Washington,Spokane,506,15 min,16-19
C-767,Colorado,Denver,4175,10 min,15-18
A-371,Arizona,Phoenix,2890,15 min,16-19
I-360,Illinois,Springfield,2557,3 min,17-20
I-361,Illinois,Chicago,1889,13 min,16-19
C-768,California,San Diego,679,6 min,16-19
G-377,Georgia,Atlanta,4173,10 min,18-21
A-372,Arizona,Phoenix,111,7 min,18-21
I-362,Illinois,Springfield,4127,11 min,15-18
F-378,Florida,Tampa,1969,3 min,17-20
N-415,Nevada,Las Vegas,1625,8 min,16-19
NY-349,New York,New York City,4659,10 min,17-20
C-769,California,San Francisco,2610,11 min,17-20
G-378,Georgia,Savannah,4713,11 min,16-19
F-379,Florida,Miami,3807,15 min,15-18
C-770,California,Los Angeles,3621,15 min,18-21
G-379,Georgia,Atlanta,2209,9 min,17-20
F-380,Florida,Orlando,3727,11 min,18-21
I-363,Illinois,Springfield,4739,9 min,18-21
C-771,California,Los Angeles,2287,9 min,18-21
I-364,Illinois,Springfield,4515,5 min,16-19
C-772,Colorado,Boulder,4052,12 min,16-19
W-405,Washington,Spokane,3324,4 min,18-21
W-406,Washington,Spokane,1839,12 min,16-19
W-407,Washington,Seattle,4620,8 min,16-19
C-773,Colorado,Boulder,444,13 min,17-20
T-406,Texas,Dallas,231,12 min,16-19
NY-350,New York,Buffalo,456,14 min,17-20
T-407,Texas,Dallas,4734,14 min,16-19
F-381,Florida,Orlando,1995,5 min,15-18
I-365,Illinois,Chicago,857,7 min,16-19
N-416,Nevada,Las Vegas,855,11 min,16-19
G-380,Georgia,Savannah,4235,7 min,18-21
C-774,California,San Diego,3413,8 min,18-21
F-382,Florida,Orlando,2763,12 min,17-20
G-381,Georgia,Atlanta,3784,14 min,18-21
NY-351,New York,Buffalo,4219,7 min,17-20
W-408,Washington,Seattle,4260,13 min,18-21
W-409,Washington,Spokane,3209,3 min,18-21
I-366,Illinois,Springfield,672,5 min,15-18
NY-352,New York,Albany,1439,5 min,17-20
F-383,Florida,Tampa,1474,5 min,18-21
F-384,Florida,Miami,1860,6 min,18-21
A-373,Arizona,Phoenix,4539,14 min,18-21
W-410,Washington,Seattle,761,9 min,18-21
G-382,Georgia,Atlanta,1277,13 min,15-18
NY-353,New York,New York City,2675,3 min,15-18
C-775,Colorado,Boulder,212,11 min,18-21
I-367,Illinois,Springfield,3375,5 min,18-21
NY-354,New York,Buffalo,1262,11 min,18-21
F-385,Florida,Orlando,3629,15 min,16-19
C-776,California,Los Angeles,4492,5 min,15-18
A-374,Arizona,Tucson,808,10 min,15-18
NY-355,New York,Albany,3670,3 min,18-21
C-777,California,Los Angeles,1893,12 min,16-19
C-778,California,Los Angeles,1025,14 min,18-21
N-417,Nevada,Las Vegas,4333,9 min,15-18
I-368,Illinois,Springfield,4831,12 min,18-21
NY-356,New York,Albany,4551,5 min,18-21
F-386,Florida,Tampa,625,13 min,16-19
NY-357,New York,Albany,2214,3 min,16-19
C-779,California,San Francisco,450,12 min,16-19
I-369,Illinois,Chicago,4471,14 min,18-21
G-383,Georgia,Savannah,2009,14 min,15-18
A-375,Arizona,Phoenix,3495,9 min,18-21
T-408,Texas,Houston,988,13 min,18-21
C-780,California,San Francisco,3365,10 min,16-19
A-376,Arizona,Phoenix,2088,6 min,18-21
N-418,Nevada,Reno,2895,14 min,16-19
F-387,Florida,Tampa,1964,11 min,17-20
N-419,Nevada,Reno,3868,13 min,16-19
I-370,Illinois,Chicago,2442,7 min,16-19
I-371,Illinois,Springfield,1193,11 min,16-19
G-384,Georgia,Savannah,2717,5 min,17-20
T-409,Texas,Houston,3941,9 min,17-20
C-781,Colorado,Denver,828,13 min,18-21
F-388,Florida,Tampa,2090,8 min,15-18
NY-358,New York,Albany,332,5 min,17-20
C-782,Colorado,Denver,4752,14 min,18-21
T-410,Texas,Dallas,3805,4 min,17-20
W-411,Washington,Seattle,2502,5 min,18-21
T-411,Texas,Dallas,1443,7 min,18-21
NY-359,New York,Albany,2985,8 min,17-20
W-412,Washington,Seattle,198,7 min,16-19
G-385,Georgia,Atlanta,4106,5 min,17-20
NY-360,New York,New York City,3273,6 min,16-19
I-372,Illinois,Chicago,3047,9 min,18-21
C-783,California,Los Angeles,530,3 min,17-20
I-373,Illinois,Chicago,831,7 min,17-20
A-377,Arizona,Tucson,2652,12 min,15-18
C-784,Colorado,Denver,2448,8 min,18-21
T-412,Texas,Houston,4258,11 min,17-20
G-386,Georgia,Atlanta,1556,9 min,15-18
I-374,Illinois,Springfield,865,12 min,16-19
NY-361,New York,Buffalo,3480,12 min,15-18
A-378,Arizona,Tucson,2742,12 min,15-18
W-413,Washington,Spokane,4715,12 min,18-21
A-379,Arizona,Tucson,3993,3 min,15-18
I-375,Illinois,Springfield,2404,10 min,17-20
C-785,Colorado,Denver,459,14 min,17-20
C-786,California,Los Angeles,2757,14 min,18-21
G-387,Georgia,Savannah,2619,4 min,15-18
C-787,California,San Francisco,2558,14 min,15-18
C-788,California,San Diego,1965,10 min,15-18
N-420,Nevada,Las Vegas,399,13 min,18-21
C-789,Colorado,Denver,585,3 min,16-19
A-380,Arizona,Tucson,1130,15 min,18-21
T-413,Texas,Austin,1561,11 min,16-19
C-790,California,San Diego,3258,3 min,17-20
G-388,Georgia,Savannah,4781,5 min,18-21
G-389,Georgia,Savannah,2459,9 min,17-20
A-381,Arizona,Tucson,1815,15 min,15-18
G-390,Georgia,Savannah,879,6 min,18-21
W-414,Washington,Seattle,215,13 min,16-19
I-376,Illinois,Chicago,2209,10 min,18-21
A-382,Arizona,Tucson,1563,15 min,17-20
C-791,California,Los Angeles,242,7 min,16-19
F-389,Florida,Tampa,1720,9 min,15-18
A-383,Arizona,Tucson,1367,11 min,15-18
W-415,Washington,Seattle,2692,12 min,16-19
N-421,Nevada,Las Vegas,934,9 min,18-21
NY-362,New York,New York City,1808,4 min,18-21
I-377,Illinois,Springfield,3667,14 min,18-21
G-391,Georgia,Atlanta,3152,9 min,16-19
I-378,Illinois,Springfield,2118,8 min,16-19
C-792,Colorado,Boulder,2681,14 min,16-19
NY-363,New York,Albany,1755,12 min,15-18
C-793,Colorado,Boulder,3334,5 min,15-18
W-416,Washington,Spokane,4777,6 min,17-20
F-390,Florida,Orlando,4400,4 min,18-21
NY-364,New York,Albany,3510,12 min,15-18
N-422,Nevada,Reno,4034,8 min,18-21
T-414,Texas,Houston,319,9 min,16-19
C-794,Colorado,Boulder,3251,14 min,16-19
F-391,Florida,Miami,3499,5 min,17-20
C-795,Colorado,Denver,797,5 min,16-19
F-392,Florida,Tampa,820,5 min,18-21
W-417,Washington,Seattle,4466,9 min,17-20
N-423,Nevada,Las Vegas,2501,9 min,16-19
C-796,Colorado,Denver,1223,10 min,18-21
G-392,Georgia,Savannah,123,13 min,18-21
T-415,Texas,Austin,4737,4 min,17-20
C-797,Colorado,Denver,3413,12 min,17-20
I-379,Illinois,Chicago,519,12 min,18-21
N-424,Nevada,Las Vegas,1798,3 min,17-20
W-418,Washington,Spokane,1371,10 min,17-20
G-393,Georgia,Atlanta,4670,5 min,17-20
C-798,Colorado,Boulder,920,10 min,17-20
A-384,Arizona,Tucson,1133,3 min,16-19
A-385,Arizona,Tucson,1771,15 min,17-20
F-393,Florida,Miami,3241,15 min,16-19
NY-365,New York,Albany,4612,3 min,18-21
W-419,Washington,Spokane,1498,5 min,16-19
F-394,Florida,Orlando,4042,4 min,17-20
F-395,Florida,Orlando,2287,3 min,16-19
G-394,Georgia,Savannah,4178,11 min,16-19
A-386,Arizona,Tucson,2720,9 min,16-19
C-799,California,San Francisco,4822,6 min,17-20
A-387,Arizona,Tucson,2089,4 min,16-19
G-395,Georgia,Atlanta,676,6 min,18-21
N-425,Nevada,Reno,1463,8 min,18-21
N-426,Nevada,Las Vegas,2909,15 min,16-19
F-396,Florida,Tampa,2753,4 min,17-20
