region,category,parameter,mode,powertrain,year,unit,value
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,3842.48
Illinois,Commercial Vehicles,EV Sales,Bikes,PHEV,2018,Charging Point,24645.66
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Percent,35104.88
Washington,Passenger Vehicles,EV Stock,Cars,BEV,2024,Charging Point,18992.94
Washington,Commercial Vehicles,EV Stock,Buses,BEV,2022,Charging Point,30774.37
California,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Percent,28497.43
Washington,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Percent,14800.37
Illinois,Commercial Vehicles,EV Sales,Buses,BEV,2018,Percent,24390.23
Texas,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Percent,3544.05
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2020,Percent,23049.67
Nevada,Commercial Vehicles,EV Sales,Vans,PHEV,2018,Percent,22963.66
Colorado,Commercial Vehicles,EV Stock,Cars,PHEV,2023,Vehicles,1533.02
California,Passenger Vehicles,EV Sales,Cars,BEV,2024,Percent,25742.28
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2023,Percent,36910.91
Colorado,Commercial Vehicles,EV Stock,Cars,PHEV,2019,Percent,22667.38
Washington,Passenger Vehicles,EV Sales,Bikes,PHEV,2019,Percent,32336.67
Nevada,Passenger Vehicles,EV Sales,Cars,BEV,2018,Percent,26667.81
New York,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,39280.42
Washington,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Vehicles,25771.32
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2023,Vehicles,16647.29
California,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Charging Point,41395.68
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Percent,3474.31
Nevada,Commercial Vehicles,EV Stock,Bikes,PHEV,2023,Vehicles,14543.87
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2022,Percent,29615.07
Florida,Passenger Vehicles,EV Sales,Vans,PHEV,2019,Percent,42815.72
California,Passenger Vehicles,EV Stock,Cars,BEV,2019,Vehicles,3699.88
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,4893.04
Washington,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Percent,14191.01
Texas,Passenger Vehicles,EV Sales,Buses,BEV,2019,Percent,17294.14
California,Commercial Vehicles,EV Stock,Cars,BEV,2024,Charging Point,42192.56
Texas,Commercial Vehicles,EV Stock,Cars,BEV,2020,Vehicles,47949.27
California,Commercial Vehicles,EV Stock,Buses,BEV,2019,Percent,959.71
California,Passenger Vehicles,EV Sales,Buses,BEV,2023,Charging Point,866.27
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2022,Percent,43254.04
California,Commercial Vehicles,EV Stock,Cars,BEV,2022,Vehicles,6867.29
Florida,Passenger Vehicles,EV Stock,Buses,BEV,2020,Percent,17032.87
Georgia,Passenger Vehicles,EV Sales,Buses,BEV,2024,Vehicles,13833.16
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,14165.22
Arizona,Commercial Vehicles,EV Sales,Buses,PHEV,2024,Percent,16496.74
Texas,Commercial Vehicles,EV Stock,Vans,PHEV,2022,Vehicles,16868.7
Nevada,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Charging Point,31045.78
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Charging Point,31476.33
Georgia,Passenger Vehicles,EV Stock,Cars,PHEV,2018,Vehicles,26192.31
Georgia,Passenger Vehicles,EV Sales,Cars,PHEV,2020,Percent,42941.22
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Vehicles,42299.03
Texas,Commercial Vehicles,EV Stock,Vans,BEV,2020,Charging Point,10939.15
Georgia,Passenger Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,27227.61
Arizona,Commercial Vehicles,EV Stock,Bikes,BEV,2023,Charging Point,39213.47
California,Commercial Vehicles,EV Stock,Cars,BEV,2020,Charging Point,43357.03
Washington,Commercial Vehicles,EV Stock,Vans,BEV,2024,Charging Point,12833.77
New York,Passenger Vehicles,EV Stock,Buses,BEV,2021,Charging Point,24755.6
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2020,Percent,26298.86
Colorado,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Charging Point,35011.95
Nevada,Commercial Vehicles,EV Stock,Vans,PHEV,2021,Charging Point,16579.94
Colorado,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,14743.24
Arizona,Commercial Vehicles,EV Sales,Buses,BEV,2023,Vehicles,35309.31
Colorado,Passenger Vehicles,EV Stock,Vans,BEV,2024,Percent,20026.84
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2021,Charging Point,300.79
Washington,Commercial Vehicles,EV Sales,Cars,PHEV,2023,Vehicles,46898.54
Washington,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Charging Point,7567.31
Texas,Commercial Vehicles,EV Stock,Cars,BEV,2018,Percent,7516.84
Florida,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Percent,40936.45
Arizona,Commercial Vehicles,EV Sales,Vans,BEV,2023,Percent,16841.59
Florida,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Percent,16475.95
Florida,Commercial Vehicles,EV Sales,Buses,PHEV,2024,Vehicles,31157.53
Nevada,Commercial Vehicles,EV Stock,Cars,BEV,2024,Percent,3046.03
Georgia,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Vehicles,11924.39
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2023,Vehicles,2758.23
Georgia,Passenger Vehicles,EV Sales,Cars,PHEV,2022,Percent,14646.33
New York,Passenger Vehicles,EV Stock,Buses,BEV,2018,Vehicles,43509.51
Colorado,Commercial Vehicles,EV Sales,Cars,BEV,2022,Vehicles,45475.69
Georgia,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Percent,15540.89
Texas,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Charging Point,9460.58
Nevada,Passenger Vehicles,EV Sales,Bikes,BEV,2019,Charging Point,6850.27
Arizona,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Vehicles,19781.51
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Percent,41337.67
New York,Commercial Vehicles,EV Sales,Vans,BEV,2018,Percent,42647.91
Georgia,Commercial Vehicles,EV Sales,Vans,BEV,2018,Percent,2391.81
New York,Commercial Vehicles,EV Sales,Cars,PHEV,2022,Charging Point,10540.52
Arizona,Commercial Vehicles,EV Sales,Bikes,PHEV,2019,Vehicles,10238.2
Florida,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Percent,41438.67
Washington,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Vehicles,22868.99
Arizona,Passenger Vehicles,EV Stock,Vans,BEV,2021,Percent,18482.92
Illinois,Commercial Vehicles,EV Stock,Vans,BEV,2024,Percent,47834.63
Arizona,Commercial Vehicles,EV Sales,Bikes,BEV,2022,Percent,46275.33
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2021,Vehicles,22061.32
Texas,Commercial Vehicles,EV Stock,Vans,PHEV,2020,Charging Point,6503.76
Nevada,Commercial Vehicles,EV Sales,Bikes,PHEV,2024,Charging Point,8633.07
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2019,Vehicles,5692.99
New York,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Percent,34057.14
Nevada,Passenger Vehicles,EV Stock,Vans,PHEV,2021,Charging Point,27778.89
Illinois,Passenger Vehicles,EV Sales,Bikes,BEV,2024,Charging Point,27876.56
Washington,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,5009.05
Colorado,Commercial Vehicles,EV Stock,Bikes,PHEV,2021,Vehicles,39684.42
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Vehicles,26825.09
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Percent,4639.36
New York,Commercial Vehicles,EV Sales,Cars,BEV,2024,Percent,37381.83
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Vehicles,49066.78
Nevada,Commercial Vehicles,EV Sales,Vans,BEV,2021,Vehicles,22114.91
California,Passenger Vehicles,EV Stock,Cars,BEV,2020,Charging Point,5871.17
Arizona,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,5159.82
California,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Vehicles,1391.39
Illinois,Commercial Vehicles,EV Sales,Cars,PHEV,2022,Vehicles,38542.87
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2019,Vehicles,34730.65
Washington,Passenger Vehicles,EV Sales,Buses,BEV,2021,Charging Point,29253.54
Florida,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Charging Point,38304.9
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2022,Percent,49964.95
Florida,Passenger Vehicles,EV Stock,Buses,BEV,2024,Charging Point,20152.21
Florida,Passenger Vehicles,EV Sales,Vans,PHEV,2023,Charging Point,35319.93
Washington,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Vehicles,18920.36
Texas,Passenger Vehicles,EV Stock,Buses,BEV,2024,Vehicles,17667.69
California,Commercial Vehicles,EV Sales,Buses,BEV,2021,Percent,42560.91
New York,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Vehicles,28780.68
Colorado,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Vehicles,6118.6
Florida,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,20235.45
Georgia,Commercial Vehicles,EV Stock,Vans,BEV,2022,Vehicles,39848.06
Illinois,Commercial Vehicles,EV Stock,Bikes,BEV,2023,Charging Point,47005.91
Texas,Commercial Vehicles,EV Sales,Buses,BEV,2020,Charging Point,30759.96
Florida,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,19771.26
Texas,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,12673.92
Texas,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Charging Point,21158.98
Florida,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Percent,28326.16
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2019,Vehicles,320.4
Arizona,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Charging Point,13507.02
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2020,Charging Point,33608.65
New York,Passenger Vehicles,EV Stock,Cars,BEV,2024,Vehicles,33694.16
New York,Passenger Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,32685.04
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2024,Vehicles,47502.12
Nevada,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Percent,28470.43
New York,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Percent,13559.43
Texas,Commercial Vehicles,EV Sales,Vans,BEV,2019,Charging Point,40599.47
Washington,Commercial Vehicles,EV Stock,Bikes,BEV,2023,Vehicles,19529.93
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2022,Vehicles,12040.6
California,Commercial Vehicles,EV Sales,Cars,BEV,2019,Percent,27881.78
New York,Commercial Vehicles,EV Sales,Vans,BEV,2021,Percent,14522.82
Georgia,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Vehicles,19868.39
Washington,Passenger Vehicles,EV Sales,Cars,BEV,2024,Charging Point,34688.56
Florida,Commercial Vehicles,EV Stock,Cars,BEV,2020,Vehicles,49797.81
Arizona,Commercial Vehicles,EV Stock,Buses,BEV,2023,Charging Point,32272.11
Georgia,Commercial Vehicles,EV Sales,Vans,BEV,2018,Charging Point,13896.35
Texas,Commercial Vehicles,EV Sales,Vans,BEV,2022,Vehicles,4614.23
Arizona,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Vehicles,18162.18
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2018,Percent,1063.6
Illinois,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Percent,23291.26
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Percent,33033.19
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2019,Charging Point,25638.62
Nevada,Passenger Vehicles,EV Stock,Bikes,PHEV,2021,Percent,43277.59
Washington,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Vehicles,24753.1
Arizona,Passenger Vehicles,EV Sales,Buses,BEV,2019,Charging Point,23172.77
Colorado,Commercial Vehicles,EV Stock,Vans,BEV,2024,Percent,15552.89
Florida,Passenger Vehicles,EV Stock,Bikes,PHEV,2020,Vehicles,41896.92
Texas,Commercial Vehicles,EV Sales,Bikes,BEV,2022,Vehicles,45189.57
Arizona,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Percent,48898.14
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2023,Vehicles,49062.33
California,Commercial Vehicles,EV Stock,Bikes,BEV,2020,Vehicles,49023.14
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,35626.75
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Percent,28176.38
Texas,Commercial Vehicles,EV Sales,Vans,PHEV,2018,Vehicles,8699.99
New York,Passenger Vehicles,EV Stock,Vans,PHEV,2019,Charging Point,38376.45
Illinois,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Vehicles,36770.52
Illinois,Passenger Vehicles,EV Stock,Cars,PHEV,2023,Vehicles,42135.87
California,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Percent,23176.31
Washington,Passenger Vehicles,EV Stock,Vans,PHEV,2018,Vehicles,44631.83
Washington,Passenger Vehicles,EV Sales,Cars,PHEV,2021,Percent,35961.85
Florida,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Percent,8639.15
Arizona,Passenger Vehicles,EV Sales,Vans,BEV,2018,Percent,10424.49
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2024,Percent,40731.85
New York,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Vehicles,21342.1
Nevada,Commercial Vehicles,EV Stock,Vans,BEV,2021,Vehicles,12525.75
Georgia,Commercial Vehicles,EV Sales,Cars,PHEV,2022,Percent,21186.57
Georgia,Commercial Vehicles,EV Sales,Cars,BEV,2018,Percent,8152.75
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2020,Percent,44597.66
California,Commercial Vehicles,EV Stock,Cars,BEV,2021,Percent,3669.82
Illinois,Passenger Vehicles,EV Sales,Buses,BEV,2019,Vehicles,17726.75
Florida,Passenger Vehicles,EV Stock,Buses,BEV,2022,Charging Point,27890.75
Washington,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,43694.92
California,Commercial Vehicles,EV Sales,Bikes,BEV,2022,Percent,39099.29
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2018,Percent,1218.94
Nevada,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Percent,41279.88
Florida,Commercial Vehicles,EV Sales,Cars,BEV,2020,Percent,31942.19
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2023,Charging Point,6754.09
Illinois,Passenger Vehicles,EV Stock,Vans,BEV,2023,Percent,30912.13
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2024,Charging Point,40912.92
Illinois,Commercial Vehicles,EV Sales,Vans,BEV,2021,Vehicles,30145.38
California,Commercial Vehicles,EV Stock,Cars,BEV,2019,Charging Point,49957.42
California,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Vehicles,25399.47
Washington,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,33689.24
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2020,Percent,3611.64
Nevada,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Charging Point,40678.59
Florida,Commercial Vehicles,EV Stock,Buses,BEV,2018,Percent,31242.74
Texas,Passenger Vehicles,EV Sales,Vans,BEV,2022,Charging Point,28106.02
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,35469.55
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2019,Charging Point,28069.44
Illinois,Passenger Vehicles,EV Sales,Bikes,PHEV,2019,Charging Point,38345.93
Florida,Passenger Vehicles,EV Sales,Cars,BEV,2019,Vehicles,29217.43
Georgia,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Charging Point,26050.69
California,Passenger Vehicles,EV Stock,Buses,BEV,2021,Vehicles,6837.47
Arizona,Passenger Vehicles,EV Sales,Cars,PHEV,2021,Charging Point,23644.36
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Vehicles,26957.91
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2024,Vehicles,31266.23
Illinois,Commercial Vehicles,EV Sales,Cars,BEV,2020,Percent,22849.02
Illinois,Commercial Vehicles,EV Sales,Cars,BEV,2021,Vehicles,7417.51
Illinois,Commercial Vehicles,EV Sales,Cars,BEV,2021,Vehicles,7603.09
California,Passenger Vehicles,EV Stock,Buses,BEV,2024,Percent,36077.29
California,Commercial Vehicles,EV Sales,Vans,BEV,2024,Percent,33106.22
New York,Commercial Vehicles,EV Sales,Buses,PHEV,2024,Vehicles,13049.02
Georgia,Commercial Vehicles,EV Stock,Bikes,BEV,2020,Percent,22348.29
Florida,Passenger Vehicles,EV Sales,Vans,BEV,2019,Vehicles,15417.19
Illinois,Passenger Vehicles,EV Sales,Cars,BEV,2024,Vehicles,9133.04
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Charging Point,16375.56
Washington,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,13208.18
Texas,Passenger Vehicles,EV Stock,Buses,BEV,2021,Percent,4213.14
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2018,Charging Point,25273.88
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2018,Charging Point,22599.11
Colorado,Commercial Vehicles,EV Sales,Buses,BEV,2020,Percent,35758.96
Arizona,Commercial Vehicles,EV Stock,Cars,BEV,2019,Percent,31053.25
Washington,Commercial Vehicles,EV Stock,Vans,BEV,2023,Charging Point,17234.57
Texas,Passenger Vehicles,EV Stock,Cars,PHEV,2018,Percent,24865.58
Arizona,Passenger Vehicles,EV Sales,Bikes,BEV,2019,Percent,26850.55
Nevada,Commercial Vehicles,EV Sales,Bikes,BEV,2022,Vehicles,45885.68
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Percent,49086.55
Arizona,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Vehicles,40795.59
Florida,Passenger Vehicles,EV Sales,Vans,PHEV,2023,Percent,28149.02
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2019,Percent,46412.53
Georgia,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Percent,8987.82
Arizona,Passenger Vehicles,EV Sales,Buses,BEV,2024,Percent,34855.15
Washington,Passenger Vehicles,EV Stock,Cars,BEV,2020,Charging Point,23077.34
Texas,Commercial Vehicles,EV Sales,Buses,BEV,2022,Charging Point,7322.97
Illinois,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Percent,3852.98
California,Passenger Vehicles,EV Stock,Vans,PHEV,2024,Charging Point,24089.02
Arizona,Commercial Vehicles,EV Stock,Bikes,BEV,2020,Percent,12024.56
Washington,Commercial Vehicles,EV Stock,Buses,BEV,2019,Percent,12600.26
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2023,Vehicles,16078.82
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,35946.37
Nevada,Commercial Vehicles,EV Stock,Cars,BEV,2023,Percent,8288.07
Texas,Passenger Vehicles,EV Sales,Cars,BEV,2019,Charging Point,35906.04
California,Commercial Vehicles,EV Stock,Cars,BEV,2024,Charging Point,39157.23
Arizona,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Percent,29764.56
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Charging Point,12453.12
Georgia,Commercial Vehicles,EV Stock,Vans,BEV,2021,Percent,2671.47
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2023,Vehicles,20456.46
Texas,Passenger Vehicles,EV Sales,Buses,BEV,2024,Charging Point,42387.52
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Charging Point,5183.33
California,Commercial Vehicles,EV Stock,Vans,BEV,2023,Vehicles,37267.06
Georgia,Commercial Vehicles,EV Sales,Cars,BEV,2022,Percent,23447.7
Washington,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Charging Point,44951.77
Washington,Passenger Vehicles,EV Stock,Vans,PHEV,2019,Vehicles,17874.29
California,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Charging Point,35266.97
Washington,Passenger Vehicles,EV Sales,Buses,BEV,2022,Vehicles,37031.96
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2021,Charging Point,10017.21
Florida,Commercial Vehicles,EV Stock,Cars,BEV,2019,Percent,7991.53
California,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Charging Point,4727.28
California,Passenger Vehicles,EV Sales,Buses,BEV,2024,Vehicles,35108.96
New York,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Percent,27452.71
Illinois,Commercial Vehicles,EV Sales,Vans,BEV,2019,Charging Point,4427.27
Illinois,Passenger Vehicles,EV Stock,Cars,PHEV,2023,Vehicles,15485.87
Colorado,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Vehicles,7203.09
Georgia,Commercial Vehicles,EV Sales,Bikes,PHEV,2021,Percent,4724.78
Texas,Passenger Vehicles,EV Stock,Vans,BEV,2022,Charging Point,15008.68
Texas,Commercial Vehicles,EV Stock,Vans,BEV,2024,Percent,4905.17
Nevada,Commercial Vehicles,EV Stock,Cars,BEV,2020,Vehicles,13083.28
Colorado,Passenger Vehicles,EV Stock,Vans,BEV,2018,Vehicles,27680.69
California,Passenger Vehicles,EV Sales,Bikes,BEV,2019,Charging Point,28089.12
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,8483.31
Colorado,Passenger Vehicles,EV Stock,Vans,BEV,2018,Percent,9631.57
Colorado,Commercial Vehicles,EV Sales,Bikes,BEV,2020,Vehicles,42763.08
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2019,Charging Point,8430.05
Colorado,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Charging Point,2382.5
Florida,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,12316.56
Texas,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Percent,28863.68
Nevada,Passenger Vehicles,EV Stock,Vans,BEV,2021,Charging Point,460.5
Florida,Passenger Vehicles,EV Stock,Cars,BEV,2021,Vehicles,49250.85
Nevada,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Vehicles,11596.44
New York,Commercial Vehicles,EV Sales,Vans,BEV,2021,Vehicles,11982.06
Nevada,Passenger Vehicles,EV Stock,Vans,BEV,2020,Percent,36957.01
Texas,Commercial Vehicles,EV Stock,Vans,BEV,2021,Percent,12484.14
Texas,Commercial Vehicles,EV Stock,Buses,BEV,2021,Percent,19867.95
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2023,Charging Point,27241.54
Arizona,Commercial Vehicles,EV Stock,Vans,PHEV,2019,Vehicles,1191.44
New York,Passenger Vehicles,EV Sales,Vans,PHEV,2022,Percent,41880.9
California,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Charging Point,25651.33
Washington,Passenger Vehicles,EV Sales,Cars,BEV,2024,Charging Point,15714.66
Nevada,Passenger Vehicles,EV Sales,Cars,PHEV,2021,Charging Point,20049.35
Arizona,Commercial Vehicles,EV Sales,Cars,BEV,2023,Charging Point,2885.65
Colorado,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Percent,35927.26
Illinois,Commercial Vehicles,EV Stock,Cars,BEV,2024,Charging Point,27021.27
California,Passenger Vehicles,EV Sales,Bikes,BEV,2018,Percent,45708.17
Georgia,Passenger Vehicles,EV Sales,Vans,PHEV,2019,Percent,23262.92
Arizona,Passenger Vehicles,EV Sales,Vans,PHEV,2021,Percent,41437.24
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Vehicles,9497.59
New York,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Percent,2919.82
Colorado,Commercial Vehicles,EV Stock,Buses,PHEV,2020,Charging Point,47427.16
California,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,12922.21
California,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Vehicles,41695.83
California,Passenger Vehicles,EV Stock,Cars,PHEV,2019,Vehicles,12940.95
New York,Commercial Vehicles,EV Stock,Bikes,BEV,2023,Percent,7876.5
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2022,Percent,36653.29
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2018,Vehicles,38942.47
New York,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Charging Point,42196.28
Washington,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Vehicles,43256.95
