region,category,parameter,mode,powertrain,year,unit,value,total_vehicles_sold
Colorado,Passenger Vehicles,EV Stock,Buses,BEV,2020,Charging Point,14487.69,4843
Georgia,Passenger Vehicles,EV Stock,Cars,BEV,2023,Vehicles,38997.63,4040
Washington,Commercial Vehicles,EV Sales,Buses,BEV,2019,Vehicles,42244.07,28235
Arizona,Commercial Vehicles,EV Sales,Vans,BEV,2021,Vehicles,34344.14,18189
Arizona,Commercial Vehicles,EV Stock,Cars,PHEV,2019,Percent,42465.18,11479
Nevada,Passenger Vehicles,EV Stock,Cars,BEV,2022,Charging Point,36543.33,40169
Illinois,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Vehicles,47877.9,458
Florida,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Charging Point,28576.98,1215
New York,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,19085.62,6282
New York,Passenger Vehicles,EV Stock,Buses,BEV,2022,Percent,34057.97,955
Nevada,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Vehicles,3548.81,11493
Florida,Passenger Vehicles,EV Sales,Vans,PHEV,2022,Vehicles,24969.7,14786
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2024,Vehicles,38692.69,23537
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Percent,8531.3,466
Florida,Passenger Vehicles,EV Sales,Buses,PHEV,2023,Percent,20080.31,29829
Colorado,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,17579.31,4283
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Percent,16814.95,9101
Arizona,Passenger Vehicles,EV Sales,Vans,PHEV,2021,Percent,32566.27,7044
Georgia,Commercial Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,24925.05,1003
Texas,Passenger Vehicles,EV Stock,Cars,PHEV,2019,Percent,39886.03,8078
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Percent,2986.69,5210
Colorado,Commercial Vehicles,EV Sales,Buses,BEV,2023,Charging Point,22750.07,1491
New York,Commercial Vehicles,EV Stock,Vans,PHEV,2023,Charging Point,798.54,3993
Colorado,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Charging Point,11120.9,468
Nevada,Passenger Vehicles,EV Sales,Cars,PHEV,2020,Percent,38791.26,15776
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Percent,5391.94,2801
Arizona,Commercial Vehicles,EV Sales,Cars,BEV,2022,Charging Point,5368.41,36818
Washington,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Charging Point,20131.78,24045
Nevada,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,38869.39,3683
Illinois,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Vehicles,31937.34,4430
Nevada,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Charging Point,39109.59,4600
Illinois,Passenger Vehicles,EV Stock,Cars,PHEV,2022,Charging Point,2572.47,24184
Washington,Commercial Vehicles,EV Sales,Cars,PHEV,2018,Charging Point,28229.91,21467
California,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Vehicles,22719.3,11748
Arizona,Commercial Vehicles,EV Sales,Bikes,BEV,2018,Vehicles,44811.46,43063
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2023,Percent,36893.23,1139
Georgia,Commercial Vehicles,EV Stock,Vans,BEV,2018,Charging Point,21274.62,6354
Texas,Passenger Vehicles,EV Sales,Vans,PHEV,2018,Charging Point,27737.07,912
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2024,Percent,21299.18,12368
California,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Charging Point,22113.23,16356
Georgia,Commercial Vehicles,EV Stock,Bikes,BEV,2020,Percent,31740.71,22461
Nevada,Commercial Vehicles,EV Stock,Vans,BEV,2022,Charging Point,10905.09,470
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2021,Charging Point,16725.87,29087
California,Commercial Vehicles,EV Sales,Cars,BEV,2022,Charging Point,14030.03,4234
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2023,Percent,40060.04,9011
Florida,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Percent,47102.98,7743
Colorado,Passenger Vehicles,EV Stock,Cars,PHEV,2023,Percent,20773.6,1111
Illinois,Commercial Vehicles,EV Stock,Cars,BEV,2019,Percent,3947.35,9481
Illinois,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Percent,4768.19,6068
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2024,Vehicles,20039.49,1722
California,Commercial Vehicles,EV Stock,Buses,BEV,2022,Percent,19809.73,4920
California,Passenger Vehicles,EV Sales,Cars,BEV,2018,Charging Point,7393.2,620
Colorado,Commercial Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,40375.46,16459
New York,Passenger Vehicles,EV Sales,Buses,BEV,2018,Vehicles,25056.72,2094
Florida,Commercial Vehicles,EV Stock,Cars,BEV,2021,Vehicles,5542.09,42365
California,Commercial Vehicles,EV Sales,Bikes,PHEV,2024,Vehicles,5026.14,20543
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2024,Percent,22353.63,3066
Washington,Commercial Vehicles,EV Stock,Cars,PHEV,2023,Charging Point,5930.14,4603
Texas,Passenger Vehicles,EV Sales,Vans,PHEV,2018,Percent,28103.69,4837
Washington,Passenger Vehicles,EV Stock,Vans,PHEV,2019,Percent,19312.28,25652
Arizona,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,45991.75,14522
Nevada,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Percent,21003.61,13646
California,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Vehicles,30760.07,47126
Arizona,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Percent,40586.57,272
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,15213.52,8500
Arizona,Commercial Vehicles,EV Stock,Vans,PHEV,2021,Vehicles,25643.24,990
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Vehicles,6134.91,11396
California,Commercial Vehicles,EV Stock,Cars,PHEV,2022,Vehicles,21695.19,18951
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Percent,18853.48,28342
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2020,Percent,21466.63,497
Colorado,Commercial Vehicles,EV Sales,Cars,PHEV,2023,Charging Point,5459.77,33774
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Charging Point,19980.19,4562
Nevada,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Vehicles,43526.31,9972
Florida,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Charging Point,46859.05,8220
Florida,Passenger Vehicles,EV Stock,Buses,BEV,2018,Charging Point,12162.19,1226
Illinois,Commercial Vehicles,EV Sales,Vans,BEV,2021,Vehicles,15095.01,7960
New York,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Vehicles,576.87,9075
California,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Vehicles,5867.49,1805
California,Commercial Vehicles,EV Sales,Buses,BEV,2023,Charging Point,17321.47,5877
Arizona,Commercial Vehicles,EV Sales,Cars,BEV,2022,Vehicles,34286.93,590
California,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,14680.99,18675
California,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,3862.32,2521
New York,Commercial Vehicles,EV Sales,Vans,BEV,2019,Vehicles,36570.3,32601
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Percent,23391.59,22002
Florida,Passenger Vehicles,EV Stock,Buses,BEV,2023,Percent,26007.94,4242
Florida,Commercial Vehicles,EV Sales,Bikes,PHEV,2021,Vehicles,16368.65,4981
Texas,Passenger Vehicles,EV Stock,Vans,BEV,2024,Percent,30690.91,6684
California,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Percent,44549.89,26232
New York,Passenger Vehicles,EV Stock,Cars,PHEV,2023,Percent,27732.55,12551
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2021,Percent,29417.06,17166
New York,Passenger Vehicles,EV Sales,Vans,PHEV,2024,Charging Point,18740.77,48131
Washington,Commercial Vehicles,EV Stock,Vans,BEV,2020,Percent,4223.28,246
Georgia,Commercial Vehicles,EV Sales,Vans,BEV,2020,Vehicles,21484.22,1387
California,Passenger Vehicles,EV Sales,Vans,BEV,2023,Percent,46239.5,7105
Texas,Passenger Vehicles,EV Stock,Cars,PHEV,2023,Vehicles,34042.73,990
Arizona,Passenger Vehicles,EV Stock,Vans,BEV,2019,Charging Point,24561.97,12992
Florida,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,31082.08,24386
Washington,Commercial Vehicles,EV Sales,Buses,BEV,2023,Vehicles,27970.99,19015
New York,Passenger Vehicles,EV Stock,Vans,BEV,2022,Percent,45628.92,657
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2021,Vehicles,11270,42692
Colorado,Passenger Vehicles,EV Stock,Cars,BEV,2022,Vehicles,44445.45,5398
California,Commercial Vehicles,EV Sales,Buses,PHEV,2023,Charging Point,34454.7,9743
California,Passenger Vehicles,EV Sales,Cars,PHEV,2021,Charging Point,6474.55,175
Washington,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Percent,18658.04,7155
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2021,Charging Point,21871.31,1137
Illinois,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Charging Point,4238.39,8111
California,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Vehicles,27754.54,4788
Illinois,Commercial Vehicles,EV Sales,Vans,BEV,2024,Percent,13042.26,1496
Nevada,Passenger Vehicles,EV Stock,Vans,PHEV,2021,Percent,22960.57,3575
Washington,Passenger Vehicles,EV Stock,Bikes,PHEV,2023,Vehicles,21994.52,488
New York,Commercial Vehicles,EV Sales,Vans,PHEV,2019,Charging Point,26131.54,16567
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Charging Point,42325.74,1859
Georgia,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Charging Point,39059.98,26023
Colorado,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Percent,43662.77,23698
Florida,Commercial Vehicles,EV Sales,Cars,BEV,2023,Vehicles,28660.14,5710
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2022,Vehicles,30828.67,4531
Arizona,Commercial Vehicles,EV Stock,Cars,PHEV,2022,Charging Point,21581.27,4375
Texas,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Percent,35889.23,22859
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2020,Vehicles,10324.28,13811
Nevada,Commercial Vehicles,EV Sales,Buses,BEV,2019,Charging Point,23811.66,9736
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Charging Point,35737.24,32212
Colorado,Passenger Vehicles,EV Sales,Cars,BEV,2022,Vehicles,38916.16,206
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,12472.69,7280
Washington,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Vehicles,9159.28,860
Arizona,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Percent,14497.85,13632
Washington,Passenger Vehicles,EV Sales,Vans,BEV,2019,Charging Point,46015.76,13082
Arizona,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Vehicles,6543.11,19246
New York,Passenger Vehicles,EV Stock,Bikes,PHEV,2022,Percent,47659.45,489
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2021,Percent,49741.15,29434
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Vehicles,39193.87,5430
New York,Passenger Vehicles,EV Stock,Cars,PHEV,2019,Vehicles,38045.09,8435
New York,Commercial Vehicles,EV Stock,Bikes,PHEV,2021,Vehicles,47669,44334
Texas,Passenger Vehicles,EV Stock,Buses,BEV,2019,Vehicles,14597.71,50156
Florida,Passenger Vehicles,EV Sales,Buses,PHEV,2018,Percent,6536.21,30770
Washington,Commercial Vehicles,EV Sales,Bikes,PHEV,2019,Vehicles,41172.71,28455
California,Passenger Vehicles,EV Sales,Cars,BEV,2019,Charging Point,8629.41,6824
California,Passenger Vehicles,EV Sales,Vans,BEV,2021,Charging Point,2365.95,164
Illinois,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,9903.43,21747
Illinois,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Vehicles,21951.54,21520
California,Commercial Vehicles,EV Sales,Vans,BEV,2018,Percent,24805.6,19326
Nevada,Commercial Vehicles,EV Sales,Cars,BEV,2019,Charging Point,3218.83,33379
California,Commercial Vehicles,EV Stock,Bikes,BEV,2019,Charging Point,22225.38,7500
Illinois,Passenger Vehicles,EV Sales,Cars,BEV,2021,Percent,30254.95,7242
Colorado,Commercial Vehicles,EV Stock,Vans,BEV,2020,Vehicles,46597.14,28776
Illinois,Commercial Vehicles,EV Sales,Cars,BEV,2018,Percent,11443.25,4946
Nevada,Passenger Vehicles,EV Stock,Vans,BEV,2019,Percent,10627.42,10223
Washington,Passenger Vehicles,EV Stock,Buses,BEV,2020,Charging Point,19532.31,15000
California,Passenger Vehicles,EV Sales,Vans,PHEV,2021,Percent,49184.36,8483
Texas,Commercial Vehicles,EV Sales,Bikes,PHEV,2018,Charging Point,16877.62,4678
Colorado,Passenger Vehicles,EV Sales,Vans,BEV,2023,Charging Point,2289.01,5385
New York,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Percent,13354.18,5264
Nevada,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Percent,27959.25,2331
Illinois,Passenger Vehicles,EV Sales,Cars,PHEV,2018,Vehicles,20685.93,1624
Texas,Commercial Vehicles,EV Stock,Buses,BEV,2019,Charging Point,38733.73,466
Arizona,Commercial Vehicles,EV Sales,Bikes,BEV,2020,Percent,30402.85,1250
Florida,Passenger Vehicles,EV Stock,Vans,PHEV,2021,Charging Point,28016.91,4815
California,Passenger Vehicles,EV Stock,Buses,BEV,2018,Percent,16217.4,527
Florida,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Percent,27637.12,433
Nevada,Commercial Vehicles,EV Stock,Cars,BEV,2024,Vehicles,30817.98,1174
Arizona,Commercial Vehicles,EV Stock,Buses,PHEV,2023,Vehicles,9042.32,37170
Arizona,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,36819.81,36302
Arizona,Passenger Vehicles,EV Sales,Buses,BEV,2021,Percent,19707.36,24812
New York,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Vehicles,37139.56,23063
Nevada,Commercial Vehicles,EV Stock,Vans,PHEV,2019,Charging Point,8967.76,19149
Washington,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Charging Point,32860.39,6762
Florida,Commercial Vehicles,EV Sales,Vans,PHEV,2020,Percent,1441.47,18025
Washington,Passenger Vehicles,EV Sales,Cars,BEV,2021,Vehicles,8032.39,12281
Texas,Passenger Vehicles,EV Stock,Buses,BEV,2024,Percent,44566.93,25758
Georgia,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Percent,23127.45,17898
Colorado,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Charging Point,25442.36,6858
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2022,Vehicles,45388.13,6305
Washington,Commercial Vehicles,EV Sales,Bikes,BEV,2023,Charging Point,24298.18,4125
Georgia,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,32763.97,14051
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2024,Vehicles,11175.56,6125
California,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Percent,4170.5,26000
Texas,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,17732.25,8487
Nevada,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Vehicles,39954.11,4667
Georgia,Passenger Vehicles,EV Stock,Cars,BEV,2021,Percent,22397.18,5826
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Charging Point,8490.7,4211
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Charging Point,27300.39,1772
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2018,Charging Point,13265.63,538
Texas,Commercial Vehicles,EV Sales,Cars,PHEV,2018,Vehicles,47338.72,1321
Georgia,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Vehicles,28912.89,1177
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2024,Percent,49149.83,4584
Colorado,Passenger Vehicles,EV Sales,Vans,PHEV,2021,Percent,2249.33,310
California,Passenger Vehicles,EV Sales,Bikes,BEV,2024,Percent,676.82,444
California,Commercial Vehicles,EV Stock,Buses,BEV,2019,Charging Point,23907.07,1261
Arizona,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,43113.77,1184
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2019,Percent,26267.91,36826
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2018,Vehicles,43821.71,34425
Texas,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Percent,6615.25,26751
Colorado,Commercial Vehicles,EV Sales,Buses,BEV,2023,Percent,34996.43,22095
New York,Passenger Vehicles,EV Sales,Cars,PHEV,2024,Charging Point,33027.88,16942
Texas,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Charging Point,27293.69,15905
Washington,Passenger Vehicles,EV Sales,Vans,BEV,2019,Vehicles,20314.73,13861
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Vehicles,32388.71,25424
Nevada,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Percent,27549.6,6972
Nevada,Commercial Vehicles,EV Stock,Buses,BEV,2023,Charging Point,13704.02,14743
Georgia,Passenger Vehicles,EV Stock,Bikes,PHEV,2020,Vehicles,5320.31,7838
Arizona,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Charging Point,19393.77,7465
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2024,Vehicles,25670.56,4348
Nevada,Commercial Vehicles,EV Stock,Vans,PHEV,2022,Vehicles,25474.92,14348
Florida,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,21336.56,8089
Colorado,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Vehicles,16435.02,23644
Nevada,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,17589.65,4483
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2019,Charging Point,13365.68,1730
New York,Passenger Vehicles,EV Stock,Cars,BEV,2023,Charging Point,29037.42,4812
Florida,Passenger Vehicles,EV Sales,Vans,PHEV,2023,Vehicles,42509.38,4500
New York,Commercial Vehicles,EV Stock,Buses,BEV,2020,Vehicles,43996.52,556
Texas,Passenger Vehicles,EV Sales,Vans,BEV,2024,Charging Point,49686.88,1294
Illinois,Commercial Vehicles,EV Sales,Buses,BEV,2021,Vehicles,4532.03,1042
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,10791.49,1200
Nevada,Commercial Vehicles,EV Sales,Vans,BEV,2020,Vehicles,36537.33,4147
New York,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Percent,32297.5,429
Nevada,Commercial Vehicles,EV Stock,Buses,BEV,2018,Charging Point,6779.9,370
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2018,Percent,31587.8,63444
Colorado,Passenger Vehicles,EV Stock,Vans,BEV,2020,Percent,20382.45,30344
California,Passenger Vehicles,EV Sales,Bikes,BEV,2024,Percent,47847.29,81056
Nevada,Commercial Vehicles,EV Sales,Buses,PHEV,2020,Percent,42776.62,1200
Colorado,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Vehicles,3754.79,10274
Florida,Passenger Vehicles,EV Sales,Buses,BEV,2022,Percent,4590.48,14233
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2019,Percent,20911.13,3374
Florida,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Charging Point,517.72,49005
California,Passenger Vehicles,EV Stock,Buses,BEV,2023,Vehicles,4809.91,31078
New York,Passenger Vehicles,EV Sales,Bikes,BEV,2020,Vehicles,46636.52,4360
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Charging Point,39642.35,6874
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Vehicles,33668.18,26969
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2019,Vehicles,41528.84,59979
Illinois,Commercial Vehicles,EV Sales,Buses,BEV,2021,Charging Point,12577.74,57624
Nevada,Passenger Vehicles,EV Sales,Bikes,BEV,2023,Vehicles,36305.79,29491
New York,Commercial Vehicles,EV Sales,Buses,BEV,2019,Percent,30816.8,45515
Illinois,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Percent,42447.51,3048
Washington,Passenger Vehicles,EV Sales,Vans,BEV,2018,Percent,14206.1,36953
Nevada,Commercial Vehicles,EV Sales,Cars,BEV,2020,Charging Point,38209.42,2581
Florida,Commercial Vehicles,EV Sales,Cars,BEV,2024,Vehicles,42647.31,24348
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Vehicles,27495.44,48828
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Vehicles,20747.88,107658
California,Passenger Vehicles,EV Stock,Buses,BEV,2022,Vehicles,47437.76,137840
California,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Charging Point,8531.58,7607
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,1910.02,65885
Arizona,Commercial Vehicles,EV Sales,Cars,BEV,2024,Charging Point,9039.1,41370
California,Commercial Vehicles,EV Stock,Bikes,PHEV,2023,Percent,34204.35,55276
Colorado,Passenger Vehicles,EV Sales,Vans,PHEV,2018,Charging Point,39468.4,5280
Florida,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Vehicles,35869.7,379
New York,Commercial Vehicles,EV Sales,Cars,BEV,2019,Charging Point,21051.34,33419
California,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Vehicles,48381.92,7315
Georgia,Passenger Vehicles,EV Stock,Bikes,BEV,2021,Charging Point,22270.67,1721
Florida,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Vehicles,49067.12,1916
Colorado,Passenger Vehicles,EV Sales,Cars,BEV,2023,Percent,45914.01,21680
Georgia,Passenger Vehicles,EV Stock,Bikes,BEV,2019,Percent,20416.51,4942
Nevada,Passenger Vehicles,EV Sales,Vans,BEV,2024,Charging Point,8134.33,6675
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2023,Percent,4582.89,16627
California,Commercial Vehicles,EV Sales,Cars,PHEV,2022,Vehicles,26620.6,5900
Georgia,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Percent,38184.08,314
Texas,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Percent,8884.78,14366
Nevada,Passenger Vehicles,EV Stock,Buses,PHEV,2021,Percent,15978.73,18802
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Percent,31563.52,17837
New York,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Vehicles,23097.33,147458
Florida,Commercial Vehicles,EV Sales,Buses,PHEV,2023,Percent,30233,2957
Illinois,Passenger Vehicles,EV Sales,Buses,BEV,2023,Percent,33850.74,28906
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Charging Point,19096.69,53867
Florida,Passenger Vehicles,EV Stock,Buses,BEV,2021,Vehicles,39319.72,22586
Colorado,Passenger Vehicles,EV Sales,Vans,BEV,2020,Charging Point,35172.97,100771
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2020,Charging Point,34408.91,1314
New York,Commercial Vehicles,EV Stock,Cars,BEV,2024,Charging Point,7559.23,31808
Washington,Commercial Vehicles,EV Sales,Vans,BEV,2024,Percent,23764.36,627
California,Commercial Vehicles,EV Sales,Buses,PHEV,2024,Percent,28900.93,22186
Colorado,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Charging Point,11396.67,1533
Colorado,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Vehicles,37952.5,59121
Georgia,Passenger Vehicles,EV Stock,Bikes,PHEV,2020,Vehicles,6141.93,31957
Texas,Commercial Vehicles,EV Stock,Cars,BEV,2020,Charging Point,7577.89,5098
Florida,Commercial Vehicles,EV Sales,Vans,BEV,2023,Vehicles,20724.63,8677
Washington,Commercial Vehicles,EV Stock,Buses,BEV,2024,Charging Point,6853.71,33533
Arizona,Passenger Vehicles,EV Sales,Cars,BEV,2023,Percent,681.03,19402
California,Passenger Vehicles,EV Sales,Bikes,PHEV,2024,Percent,20628.96,17828
Illinois,Commercial Vehicles,EV Stock,Vans,BEV,2022,Percent,32462.75,90928
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2020,Vehicles,24807.4,75098
